aircraft_tail_number,flight_operating_hours,engine_vibration_hz,oil_pressure_psi,exhaust_gas_temp_c,hydraulic_fluid_level_pct,ambient_temperature_c,maintenance_urgency_flag
REG-FLT-009525,11126,6.79,90.95,489.85,82.11,22.6,0
REG-FLT-009526,15927,6.14,77.21,809.38,59.01,-16.3,0
REG-FLT-009527,478,4.76,84.94,549.32,95.83,-43.87,0
REG-FLT-009528,15162,8.26,40.35,831.24,76.99,25.54,1
REG-FLT-009529,17492,7.04,39.53,422.65,77.62,30.75,0
REG-FLT-009530,13806,3.78,78.48,819.54,63.61,7.33,0
REG-FLT-009531,15339,1.49,88.96,518.61,66.34,35.61,0
REG-FLT-009532,18271,8.27,55.42,634.31,59.66,3.34,1
REG-FLT-009533,16827,8.15,53.23,608.86,58.62,-36.82,1
REG-FLT-009534,6751,2.25,38.98,796.3,62.85,40.73,0
REG-FLT-009535,14162,4.58,38.29,519.8,74.74,-24.78,0
REG-FLT-009536,15461,3.66,34.6,824.51,95.36,8.61,1
REG-FLT-009537,12904,1.28,41.76,621.38,69.4,32.78,0
REG-FLT-009538,13293,3.91,43.32,421.95,62.27,29.8,0
REG-FLT-009539,7109,7.75,91.36,753.42,55.53,-26.46,1
REG-FLT-009540,18120,1.23,32.68,706.5,59.33,-29.56,1
REG-FLT-009541,7075,7.73,83.99,641.74,86.19,-10.69,1
REG-FLT-009542,8813,4.68,69.75,740.08,97.0,22.82,0
REG-FLT-009543,17031,1.68,74.38,874.95,82.37,16.83,1
REG-FLT-009544,2953,4.53,61.87,866.79,79.4,-12.07,1
REG-FLT-009545,17112,2.54,94.68,682.21,73.6,-3.94,0
REG-FLT-009546,8511,8.59,94.09,795.13,65.1,0.29,1
REG-FLT-009547,7192,2.1,51.96,820.11,56.14,19.73,1
REG-FLT-009548,4559,4.69,74.0,535.94,95.19,38.3,0
REG-FLT-009549,17936,2.92,74.2,667.3,51.14,-14.92,0
REG-FLT-009550,8506,7.61,78.0,845.05,74.83,41.4,1
REG-FLT-009551,4870,2.71,60.21,685.2,75.72,37.01,0
REG-FLT-009552,1994,5.84,43.36,683.34,82.37,-38.47,0
REG-FLT-009553,5606,1.99,89.61,637.26,60.93,21.51,0
REG-FLT-009554,14591,3.43,66.36,822.4,74.08,-15.07,1
REG-FLT-009555,8641,5.94,84.25,673.85,60.81,12.07,0
REG-FLT-009556,14265,5.8,69.08,766.51,57.11,-20.61,0
REG-FLT-009557,11354,8.47,89.47,454.96,67.94,17.19,1
REG-FLT-009558,5265,5.54,87.92,588.11,90.12,-2.31,0
REG-FLT-009559,10725,8.81,49.87,864.86,85.79,23.12,1
REG-FLT-009560,6314,2.09,64.85,680.6,74.53,-33.22,0
REG-FLT-009561,2118,3.34,33.22,724.47,90.29,36.94,1
REG-FLT-009562,9144,5.41,61.1,696.63,85.94,-11.33,0
REG-FLT-009563,9825,4.22,36.22,869.15,57.69,-38.63,1
REG-FLT-009564,16944,4.95,78.03,795.55,96.17,-23.61,0
REG-FLT-009565,2858,7.08,35.09,801.41,85.24,31.48,1
REG-FLT-009566,1053,1.36,55.25,603.27,98.98,13.94,0
REG-FLT-009567,1197,5.38,34.27,545.45,53.85,-30.49,1
REG-FLT-009568,6675,3.25,71.77,423.05,72.43,37.88,0
REG-FLT-009569,16665,1.76,52.82,611.73,69.97,-17.66,0
REG-FLT-009570,8589,8.21,76.28,661.05,87.75,-26.89,1
REG-FLT-009571,282,1.88,81.39,577.55,71.21,38.69,0
REG-FLT-009572,17142,8.32,58.76,449.93,57.91,-0.71,1
REG-FLT-009573,10555,7.61,61.58,490.74,79.97,-0.77,1
REG-FLT-009574,18255,8.56,91.6,817.29,97.91,30.72,1
REG-FLT-009575,8640,3.45,42.65,473.34,67.53,41.36,0
REG-FLT-009576,8820,5.56,39.39,598.8,65.71,11.94,0
REG-FLT-009577,16903,7.73,63.54,804.77,81.51,-34.07,1
REG-FLT-009578,1857,1.83,74.45,632.5,96.03,-27.25,0
REG-FLT-009579,7609,3.7,36.38,820.78,97.41,-39.14,1
REG-FLT-009580,14710,4.26,45.55,582.28,95.02,-27.47,0
REG-FLT-009581,4061,7.93,94.74,804.05,87.36,40.28,1
REG-FLT-009582,13066,1.81,76.2,483.77,87.53,10.37,0
REG-FLT-009583,6846,6.61,61.91,685.76,80.45,-39.31,0
REG-FLT-009584,10185,2.45,45.42,481.1,57.18,-37.54,0
REG-FLT-009585,16928,5.13,48.1,799.34,84.65,6.76,0
REG-FLT-009586,2227,7.13,41.55,739.43,57.53,20.01,0
REG-FLT-009587,11060,1.95,87.94,749.48,69.94,41.29,0
REG-FLT-009588,2282,7.96,84.12,643.37,56.83,-42.07,1
REG-FLT-009589,15364,3.33,58.99,568.12,66.53,-9.39,0
REG-FLT-009590,495,4.25,91.92,591.11,50.27,-14.21,0
REG-FLT-009591,5967,1.33,82.46,506.13,74.34,-21.08,0
REG-FLT-009592,4810,2.39,74.94,732.09,99.3,23.51,0
REG-FLT-009593,2851,8.86,81.6,672.5,93.24,14.14,1
REG-FLT-009594,12135,6.41,40.57,873.57,78.29,-9.05,1
REG-FLT-009595,14042,1.29,77.06,420.99,97.46,1.75,0
REG-FLT-009596,17041,3.37,57.05,734.37,79.91,27.89,0
REG-FLT-009597,18401,1.93,78.89,709.62,57.14,-20.63,0
REG-FLT-009598,8210,5.64,32.52,872.78,78.19,24.88,1
REG-FLT-009599,3627,4.71,86.04,879.43,86.26,-35.55,1
REG-FLT-009600,13252,4.96,81.53,449.1,54.98,12.49,0
REG-FLT-009601,4146,3.54,84.58,580.62,51.24,10.26,0
REG-FLT-009602,16853,8.09,62.81,538.04,89.04,40.44,1
REG-FLT-009603,16254,1.59,61.91,573.72,75.77,23.12,0
REG-FLT-009604,18341,8.17,50.44,691.79,60.58,27.6,1
REG-FLT-009605,9942,6.51,38.89,667.74,59.68,17.33,0
REG-FLT-009606,12719,2.3,41.82,587.72,55.81,29.11,0
REG-FLT-009607,6263,6.71,53.97,547.29,98.29,31.99,0
REG-FLT-009608,9342,8.38,70.59,626.38,54.01,-17.02,1
REG-FLT-009609,12867,7.83,86.98,724.71,69.11,-39.71,1
REG-FLT-009610,9244,3.86,47.44,779.94,98.01,-18.85,0
REG-FLT-009611,10175,8.83,37.64,544.13,53.53,-31.47,1
REG-FLT-009612,8207,8.52,91.23,598.11,73.59,-18.88,1
REG-FLT-009613,14919,8.61,74.24,613.01,94.27,-37.29,1
REG-FLT-009614,6826,8.48,64.68,864.38,59.5,32.46,1
REG-FLT-009615,9829,2.53,64.77,575.47,83.16,1.86,0
REG-FLT-009616,6059,8.12,33.22,810.79,92.67,-21.08,1
REG-FLT-009617,11507,8.64,36.55,439.34,88.13,12.9,1
REG-FLT-009618,14046,5.99,74.67,824.05,66.55,-27.14,1
REG-FLT-009619,845,2.23,34.71,603.42,72.38,-37.71,1
REG-FLT-009620,3761,8.61,79.04,849.63,67.12,-35.31,1
REG-FLT-009621,5179,8.73,66.19,718.87,98.83,-32.38,1
REG-FLT-009622,16900,6.96,33.24,618.69,87.42,28.42,1
REG-FLT-009623,8383,2.17,38.03,590.24,57.72,-29.33,0
REG-FLT-009624,15596,7.96,76.88,862.81,58.83,-28.27,1
REG-FLT-009625,3862,3.38,39.5,716.6,97.22,22.92,0
REG-FLT-009626,16860,7.63,71.97,491.29,79.05,10.58,1
REG-FLT-009627,16571,5.12,78.7,461.28,91.36,-44.06,0
REG-FLT-009628,4012,2.25,66.99,703.88,52.34,17.45,0
REG-FLT-009629,8727,3.43,78.33,741.94,69.14,33.05,0
REG-FLT-009630,932,5.64,94.02,840.8,51.7,1.01,1
REG-FLT-009631,3701,3.24,44.99,626.74,98.35,-16.63,0
REG-FLT-009632,13675,8.45,75.54,581.11,67.17,-29.79,1
REG-FLT-009633,17740,1.22,80.21,701.9,60.63,33.46,0
REG-FLT-009634,17767,2.54,47.9,590.74,77.14,34.58,0
REG-FLT-009635,14139,7.82,75.71,828.07,96.58,3.87,1
REG-FLT-009636,14079,2.74,75.22,459.32,70.51,26.97,0
REG-FLT-009637,3250,6.99,57.25,693.6,54.12,34.82,0
REG-FLT-009638,13574,1.56,94.34,550.02,82.11,-20.6,0
REG-FLT-009639,14797,8.65,34.8,559.17,79.54,-13.2,1
REG-FLT-009640,10251,6.81,73.92,842.1,55.76,8.65,1
REG-FLT-009641,6136,7.11,63.26,634.42,77.24,6.67,0
REG-FLT-009642,8703,5.48,71.9,464.3,68.43,35.64,0
REG-FLT-009643,3557,7.31,49.41,780.44,70.65,-21.64,0
REG-FLT-009644,6385,3.38,58.72,674.4,87.38,10.24,0
REG-FLT-009645,7028,4.13,77.1,677.36,82.13,-32.37,0
REG-FLT-009646,17859,7.21,77.52,757.96,87.39,18.64,0
REG-FLT-009647,1565,1.63,75.27,521.84,63.96,5.58,0
REG-FLT-009648,4293,3.44,61.0,512.52,93.1,-33.94,0
REG-FLT-009649,3828,5.16,73.81,457.64,57.05,-18.86,0
REG-FLT-009650,537,1.35,40.53,726.26,52.53,23.79,0
REG-FLT-009651,7163,2.65,37.63,657.2,97.14,31.97,1
REG-FLT-009652,8525,7.57,75.99,576.25,54.83,13.09,1
REG-FLT-009653,12316,4.26,78.73,578.84,87.96,20.22,0
REG-FLT-009654,7806,8.63,88.85,491.79,69.85,30.66,1
REG-FLT-009655,805,1.53,89.65,820.11,65.92,41.26,1
REG-FLT-009656,15746,3.33,80.34,607.77,64.2,-17.49,0
REG-FLT-009657,8469,2.46,42.78,597.23,71.81,-17.8,0
REG-FLT-009658,13688,2.05,49.28,485.58,75.08,12.31,0
REG-FLT-009659,9357,1.9,84.23,615.34,55.15,43.15,0
REG-FLT-009660,3272,8.64,75.92,509.44,83.72,-43.07,1
REG-FLT-009661,3811,1.52,60.68,550.35,96.06,14.03,0
REG-FLT-009662,9235,6.15,52.98,656.05,80.97,2.8,0
REG-FLT-009663,7747,6.98,40.89,730.68,83.68,-43.85,0
REG-FLT-009664,5014,2.57,68.0,456.75,67.05,26.82,0
REG-FLT-009665,8816,6.4,33.68,588.03,98.04,-23.2,1
REG-FLT-009666,6955,5.82,64.88,496.24,57.67,-8.05,0
REG-FLT-009667,1459,8.22,75.96,509.38,72.57,-17.14,1
REG-FLT-009668,5986,5.72,76.91,456.78,53.71,-6.49,0
REG-FLT-009669,7084,7.34,47.97,462.69,61.62,35.51,0
REG-FLT-009670,2211,5.29,69.4,519.76,84.14,40.27,0
REG-FLT-009671,4308,6.52,52.21,628.26,78.11,-16.28,0
REG-FLT-009672,16585,2.52,53.81,754.46,54.36,-35.32,0
REG-FLT-009673,5912,7.13,62.84,615.86,99.02,-42.04,0
REG-FLT-009674,989,6.64,87.83,831.2,60.49,-34.96,1
REG-FLT-009675,16613,2.63,63.56,722.17,76.38,4.11,0
REG-FLT-009676,6001,2.26,91.39,852.27,59.86,10.2,1
REG-FLT-009677,7023,3.15,40.73,820.1,63.45,-42.92,1
REG-FLT-009678,17656,6.4,83.47,663.51,73.12,-21.99,0
REG-FLT-009679,3938,3.21,85.46,857.56,71.02,3.14,1
REG-FLT-009680,13968,5.76,67.03,667.95,81.16,-24.79,0
REG-FLT-009681,5966,6.88,81.38,596.52,56.58,20.02,0
REG-FLT-009682,15999,2.31,59.5,484.85,63.1,38.27,0
REG-FLT-009683,17458,4.96,52.71,595.32,85.56,11.2,0
REG-FLT-009684,4666,6.81,66.4,851.91,79.02,7.26,1
REG-FLT-009685,9827,2.52,33.63,780.31,76.88,-10.54,1
REG-FLT-009686,14889,6.47,46.71,577.69,86.14,38.55,0
REG-FLT-009687,11821,6.37,38.15,742.63,75.43,-12.45,0
REG-FLT-009688,3724,3.01,68.69,518.37,87.58,36.71,0
REG-FLT-009689,6427,8.73,50.32,672.48,80.38,12.76,1
REG-FLT-009690,1581,2.93,58.58,805.16,82.49,-42.52,0
REG-FLT-009691,18364,3.49,69.4,816.89,60.81,-3.89,0
REG-FLT-009692,11482,6.83,68.08,777.08,58.8,-24.82,0
REG-FLT-009693,7431,3.07,78.13,878.72,88.23,-24.64,1
REG-FLT-009694,9961,6.6,83.28,866.92,74.21,0.62,1
REG-FLT-009695,14497,2.1,72.29,574.28,76.12,-7.3,0
REG-FLT-009696,16647,8.76,94.64,765.92,94.44,-4.12,1
REG-FLT-009697,6848,1.26,89.92,580.63,72.35,44.27,0
REG-FLT-009698,6760,8.09,83.36,452.86,85.3,-9.13,1
REG-FLT-009699,964,2.34,89.94,671.81,98.57,-8.86,0
REG-FLT-009700,9177,3.91,53.64,442.08,99.97,-31.65,0
REG-FLT-009701,5264,5.86,84.55,795.88,57.97,-30.4,0
REG-FLT-009702,18101,3.19,83.33,497.76,94.75,24.15,0
REG-FLT-009703,18271,4.99,81.56,424.07,81.15,22.7,0
REG-FLT-009704,12681,7.02,39.28,581.77,55.18,15.13,0
REG-FLT-009705,14529,7.42,44.96,803.14,61.26,0.1,0
REG-FLT-009706,12749,2.1,85.53,665.97,95.46,28.74,0
REG-FLT-009707,16867,8.28,57.26,584.39,52.77,40.56,1
REG-FLT-009708,7940,4.89,44.45,510.06,92.07,-30.28,0
REG-FLT-009709,11143,3.51,72.83,818.42,60.1,-28.83,0
REG-FLT-009710,2833,7.99,57.92,676.05,64.51,24.42,1
REG-FLT-009711,7869,3.45,81.88,494.59,65.94,-5.05,0
REG-FLT-009712,7439,5.85,43.38,549.79,97.15,44.34,0
REG-FLT-009713,13039,3.15,82.7,873.0,99.35,13.31,1
REG-FLT-009714,5687,6.45,69.65,562.25,72.29,-2.0,0
REG-FLT-009715,3934,7.53,79.83,519.01,93.18,43.42,1
REG-FLT-009716,13832,8.47,41.97,734.97,82.17,-0.47,1
REG-FLT-009717,4640,6.38,52.7,421.71,63.04,-4.18,0
REG-FLT-009718,17037,4.65,74.76,861.99,95.95,15.2,1
REG-FLT-009719,15633,4.71,54.13,553.13,52.21,-42.89,0
REG-FLT-009720,14062,4.48,92.13,829.74,71.98,9.81,1
REG-FLT-009721,7625,2.46,93.61,611.26,92.71,-27.13,0
REG-FLT-009722,16194,6.6,41.26,806.06,79.0,-26.77,0
REG-FLT-009723,15874,7.56,73.52,814.87,83.46,5.56,1
REG-FLT-009724,11854,7.78,73.37,756.58,79.04,9.6,1
REG-FLT-009725,16300,1.48,82.47,516.75,59.28,-40.32,0
REG-FLT-009726,17669,7.31,72.9,619.83,85.92,0.87,0
REG-FLT-009727,11898,8.7,32.89,609.11,80.34,16.7,1
REG-FLT-009728,10419,6.54,85.84,846.65,72.04,13.21,1
REG-FLT-009729,10908,8.15,71.88,554.77,99.13,-43.8,1
REG-FLT-009730,16939,5.19,90.47,672.69,63.03,-35.78,0
REG-FLT-009731,2276,3.89,91.69,597.21,70.91,-9.71,0
REG-FLT-009732,17735,7.22,42.61,731.97,61.38,12.44,0
REG-FLT-009733,10688,8.52,56.11,789.96,92.31,33.42,1
REG-FLT-009734,12510,7.81,43.97,523.0,95.97,-5.24,1
REG-FLT-009735,14334,6.77,40.71,491.35,75.52,-28.73,0
REG-FLT-009736,2034,4.07,43.2,604.0,52.21,-42.9,0
REG-FLT-009737,17739,2.89,82.93,691.24,95.93,40.98,0
REG-FLT-009738,9207,4.24,81.45,464.34,89.24,-12.7,0
REG-FLT-009739,7080,1.4,36.58,463.09,92.16,-36.83,1
REG-FLT-009740,4632,8.76,62.03,717.49,76.45,-22.64,1
REG-FLT-009741,16927,2.51,50.12,681.33,87.94,-3.58,0
REG-FLT-009742,11317,1.6,49.72,857.16,74.25,-23.31,1
REG-FLT-009743,2815,1.61,76.35,788.52,96.42,16.99,0
REG-FLT-009744,13893,2.2,49.93,556.13,89.16,-29.29,0
REG-FLT-009745,7115,3.28,55.87,760.42,96.9,34.35,0
REG-FLT-009746,17405,3.17,93.97,848.51,86.89,42.8,1
REG-FLT-009747,3994,1.77,69.38,775.17,80.63,-40.72,0
REG-FLT-009748,12794,7.82,33.49,783.44,76.97,32.58,1
REG-FLT-009749,8732,1.48,66.26,734.11,58.59,15.69,0
REG-FLT-009750,3785,1.59,50.42,755.42,65.35,25.91,0
REG-FLT-009751,8932,5.99,51.8,523.97,54.68,16.1,0
REG-FLT-009752,11051,5.74,48.6,856.81,62.33,20.81,1
REG-FLT-009753,11882,5.42,53.99,548.17,88.65,15.49,0
REG-FLT-009754,11802,6.51,91.37,591.54,82.92,33.75,0
REG-FLT-009755,14981,2.78,69.62,434.82,61.26,32.85,0
REG-FLT-009756,2018,2.38,41.42,868.35,88.92,-16.54,1
REG-FLT-009757,6674,5.91,94.95,673.54,82.68,-0.4,0
REG-FLT-009758,12425,7.54,83.51,865.39,89.15,10.89,1
REG-FLT-009759,13095,4.17,35.43,773.35,73.41,-7.58,1
REG-FLT-009760,9341,1.46,57.23,832.42,56.8,26.99,1
REG-FLT-009761,15958,5.18,62.45,850.05,53.7,7.86,1
REG-FLT-009762,16630,7.0,76.18,544.69,59.16,-21.77,0
REG-FLT-009763,15338,6.05,85.13,854.08,56.0,-32.21,1
REG-FLT-009764,10146,8.66,70.09,676.24,87.48,-3.01,1
REG-FLT-009765,18043,2.46,76.68,496.53,67.12,0.73,0
REG-FLT-009766,2790,1.93,36.53,594.92,65.17,-23.11,1
REG-FLT-009767,2060,6.45,35.13,733.38,86.2,-34.17,1
REG-FLT-009768,6599,2.66,84.02,524.97,65.93,-32.33,0
REG-FLT-009769,14779,4.9,92.13,593.11,62.98,33.76,0
REG-FLT-009770,5282,1.61,55.42,448.75,71.86,-39.04,0
REG-FLT-009771,4423,5.96,83.68,614.16,89.56,10.38,0
REG-FLT-009772,4845,4.87,65.2,495.04,73.24,-21.84,0
REG-FLT-009773,2560,6.19,46.19,499.95,76.23,27.37,0
REG-FLT-009774,8408,8.12,42.08,685.48,76.94,-31.31,1
REG-FLT-009775,8804,5.65,33.82,592.42,84.44,-34.9,1
REG-FLT-009776,13245,6.94,75.49,603.0,81.72,-18.7,0
REG-FLT-009777,3671,1.98,59.28,848.94,78.73,18.15,1
REG-FLT-009778,12030,2.09,93.63,629.17,67.41,8.22,0
REG-FLT-009779,5758,7.37,64.84,506.32,58.44,1.01,0
REG-FLT-009780,9373,1.47,55.6,598.55,94.18,-12.21,0
REG-FLT-009781,5271,8.87,86.87,864.94,91.08,25.77,1
REG-FLT-009782,17688,7.78,49.62,734.01,92.58,10.27,1
REG-FLT-009783,7567,3.54,40.4,420.53,58.54,34.81,0
REG-FLT-009784,7120,3.95,57.89,590.79,85.24,5.96,0
REG-FLT-009785,9212,5.07,78.96,522.85,84.86,-19.88,0
REG-FLT-009786,2592,6.48,94.33,547.68,73.15,-9.14,0
REG-FLT-009787,1708,8.56,77.02,557.02,73.99,21.96,1
REG-FLT-009788,4978,8.67,71.33,791.57,59.63,11.04,1
REG-FLT-009789,1967,7.44,91.3,460.77,71.5,-21.22,0
REG-FLT-009790,10462,4.61,72.17,439.11,79.81,10.53,0
REG-FLT-009791,5921,4.81,41.26,541.0,72.97,17.49,0
REG-FLT-009792,862,5.84,91.64,643.72,53.46,-31.66,0
REG-FLT-009793,3011,8.65,62.63,747.01,99.35,-16.72,1
REG-FLT-009794,7772,5.15,94.27,613.62,94.84,-24.32,0
REG-FLT-009795,15541,3.56,60.61,874.9,96.08,-20.22,1
REG-FLT-009796,7961,8.22,58.64,525.93,83.33,-37.89,1
REG-FLT-009797,1317,2.77,58.25,487.39,95.32,6.04,0
REG-FLT-009798,9978,8.24,40.29,466.2,56.07,0.72,1
REG-FLT-009799,12999,6.87,61.01,440.49,56.05,29.84,0
REG-FLT-009800,15050,5.83,34.83,700.07,75.86,-21.72,1
REG-FLT-009801,5801,5.89,83.89,819.34,61.27,-14.96,0
REG-FLT-009802,1530,3.03,71.69,580.55,71.44,43.95,0
REG-FLT-009803,12130,7.57,46.48,608.94,94.79,27.52,1
REG-FLT-009804,17563,2.1,75.1,466.95,84.01,-43.32,0
REG-FLT-009805,13681,6.61,88.0,634.28,55.43,-18.42,0
REG-FLT-009806,318,7.14,58.23,616.33,69.09,5.7,0
REG-FLT-009807,1244,1.37,78.62,512.3,72.22,14.96,0
REG-FLT-009808,13814,4.52,76.04,613.67,87.47,14.55,0
REG-FLT-009809,6022,3.06,89.71,632.19,72.97,-11.28,0
REG-FLT-009810,2574,3.54,36.85,817.28,83.04,26.32,1
REG-FLT-009811,4451,8.72,48.73,549.22,70.13,5.83,1
REG-FLT-009812,16201,6.88,60.39,649.59,93.67,25.01,0
REG-FLT-009813,17163,2.68,33.6,724.95,60.98,-26.43,1
REG-FLT-009814,6250,4.26,40.87,539.75,95.57,-44.1,0
REG-FLT-009815,11756,3.31,65.91,838.77,62.12,39.1,1
REG-FLT-009816,12600,1.59,32.51,729.79,75.47,-34.54,1
REG-FLT-009817,10260,1.65,44.63,777.48,98.03,-30.55,0
REG-FLT-009818,12085,3.02,33.84,656.72,65.43,-1.76,1
REG-FLT-009819,17537,2.63,58.14,748.2,72.46,-23.02,0
REG-FLT-009820,8660,6.34,62.05,703.96,62.92,-41.39,0
REG-FLT-009821,7369,6.04,74.67,428.49,68.95,42.16,0
REG-FLT-009822,793,8.35,36.92,795.9,79.94,-29.9,1
REG-FLT-009823,5662,8.01,54.22,825.32,95.15,43.31,1
REG-FLT-009824,3777,8.52,92.95,812.67,83.32,-25.74,1
REG-FLT-009825,4947,3.4,43.46,644.09,54.96,39.11,0
REG-FLT-009826,14586,4.0,51.29,526.62,71.87,-35.97,0
REG-FLT-009827,1312,8.78,42.93,577.21,65.17,-44.89,1
REG-FLT-009828,11121,5.39,32.07,853.04,79.29,44.39,1
REG-FLT-009829,1083,6.39,92.53,705.7,96.54,-25.56,0
REG-FLT-009830,15856,2.79,77.54,527.03,71.01,33.82,0
REG-FLT-009831,10594,6.6,88.9,515.15,84.34,-31.89,0
REG-FLT-009832,14460,5.54,75.9,464.88,90.46,-8.0,0
REG-FLT-009833,7190,3.66,38.12,702.96,97.4,33.42,0
REG-FLT-009834,7340,7.89,79.18,637.06,55.22,-24.88,1
REG-FLT-009835,6779,4.97,88.28,493.57,92.61,-1.89,0
REG-FLT-009836,6805,7.13,66.07,708.46,86.72,-40.86,0
REG-FLT-009837,10440,2.08,84.7,599.58,75.32,8.33,0
REG-FLT-009838,2494,3.3,80.7,811.87,52.2,-9.35,0
REG-FLT-009839,18412,2.83,81.15,817.76,55.85,7.5,0
REG-FLT-009840,6825,8.4,77.88,840.76,78.7,-12.55,1
REG-FLT-009841,950,6.36,92.62,825.08,76.57,-36.55,1
REG-FLT-009842,325,2.03,33.15,625.61,95.45,30.78,1
REG-FLT-009843,13497,3.72,52.29,635.45,57.11,5.58,0
REG-FLT-009844,17973,5.71,34.93,604.75,52.31,3.77,1
REG-FLT-009845,11290,7.38,82.72,592.34,53.1,-34.9,0
REG-FLT-009846,15169,2.14,64.09,770.29,51.28,-10.74,0
REG-FLT-009847,10618,4.7,35.86,853.83,74.12,-44.92,1
REG-FLT-009848,2637,1.27,70.76,537.05,81.69,8.53,0
REG-FLT-009849,12072,5.76,43.18,479.71,71.78,-34.98,0
REG-FLT-009850,17840,8.7,61.28,670.48,50.79,-0.19,1
REG-FLT-009851,10841,3.22,48.82,851.97,92.02,44.48,1
REG-FLT-009852,14386,1.95,68.02,679.71,67.45,-32.79,0
REG-FLT-009853,15825,5.72,69.47,837.25,82.68,-4.28,1
REG-FLT-009854,16972,7.12,85.24,729.48,53.62,41.32,0
REG-FLT-009855,7794,1.85,34.09,433.31,89.31,9.51,1
REG-FLT-009856,2605,6.6,60.13,542.16,64.15,44.74,0
REG-FLT-009857,12383,4.16,55.4,811.73,71.5,-14.86,0
REG-FLT-009858,4249,2.9,50.16,540.64,88.57,36.38,0
REG-FLT-009859,13254,7.58,88.03,631.08,96.45,19.32,1
REG-FLT-009860,2024,5.62,66.68,756.77,69.61,-34.42,0
REG-FLT-009861,9499,3.88,54.37,822.25,89.06,-3.5,1
REG-FLT-009862,3175,6.15,85.99,618.12,66.11,24.7,0
REG-FLT-009863,15637,3.04,77.56,544.04,77.75,28.93,0
REG-FLT-009864,12967,2.61,78.61,565.51,68.03,-21.88,0
REG-FLT-009865,11417,3.9,57.53,615.65,65.64,-44.19,0
REG-FLT-009866,7251,5.11,87.36,734.42,59.18,16.93,0
REG-FLT-009867,2093,7.29,65.32,490.31,72.51,-7.49,0
REG-FLT-009868,13331,5.55,60.99,654.67,89.74,-25.23,0
REG-FLT-009869,9254,5.59,35.69,637.81,89.94,5.44,1
REG-FLT-009870,7407,7.7,84.32,824.91,52.32,-16.3,1
REG-FLT-009871,10804,6.57,94.4,874.42,92.86,-29.81,1
REG-FLT-009872,14459,5.44,64.02,846.51,58.02,-27.37,1
REG-FLT-009873,17026,7.7,44.18,680.74,62.51,-42.79,1
REG-FLT-009874,7087,7.37,83.55,629.32,60.85,-13.25,0
REG-FLT-009875,9075,3.34,74.42,707.85,69.91,-27.83,0
REG-FLT-009876,8889,5.65,89.36,587.94,91.98,20.96,0
REG-FLT-009877,17695,2.27,55.76,505.92,80.37,10.75,0
REG-FLT-009878,13054,8.37,41.07,868.39,57.18,36.96,1
REG-FLT-009879,7378,7.55,81.93,506.83,68.66,28.12,1
REG-FLT-009880,352,1.6,32.31,647.14,69.9,-13.34,1
REG-FLT-009881,2194,4.22,58.77,612.43,65.5,-13.11,0
REG-FLT-009882,11555,4.3,39.78,663.8,54.64,8.58,0
REG-FLT-009883,5392,6.2,50.72,857.14,52.96,-8.98,1
REG-FLT-009884,13928,4.96,82.11,557.97,66.8,-31.43,0
REG-FLT-009885,6500,6.03,48.41,430.01,92.76,33.84,0
REG-FLT-009886,3916,3.82,84.86,477.08,86.2,-44.21,0
REG-FLT-009887,15151,2.38,65.25,689.58,94.0,-4.25,0
REG-FLT-009888,6191,1.75,87.24,470.72,57.54,-35.64,0
REG-FLT-009889,17753,8.44,78.02,472.5,58.43,-39.38,1
REG-FLT-009890,16619,8.01,66.55,639.17,59.49,27.09,1
REG-FLT-009891,7255,7.23,37.97,576.62,85.29,19.23,1
REG-FLT-009892,5554,5.49,61.56,646.67,51.76,-34.67,0
REG-FLT-009893,2406,6.09,44.84,839.55,88.97,10.08,1
REG-FLT-009894,15796,3.97,33.11,538.65,73.37,-31.16,1
REG-FLT-009895,13347,4.16,58.52,668.67,71.22,-4.57,0
REG-FLT-009896,12270,1.44,67.84,871.92,57.79,-31.43,1
REG-FLT-009897,14847,1.54,85.87,669.97,98.89,-40.31,0
REG-FLT-009898,17989,8.74,38.14,569.0,95.54,42.64,1
REG-FLT-009899,14250,5.75,51.36,784.95,99.53,20.17,0
REG-FLT-009900,13618,2.83,93.56,467.88,69.42,-28.61,0
REG-FLT-009901,14384,3.65,83.9,597.91,68.57,1.08,0
REG-FLT-009902,3926,1.3,50.22,472.35,59.71,13.79,0
REG-FLT-009903,6186,1.93,73.78,817.68,52.57,-11.11,0
REG-FLT-009904,9768,2.38,69.08,532.61,99.2,-14.73,0
REG-FLT-009905,3172,7.17,48.5,743.63,74.38,-23.95,0
REG-FLT-009906,10086,2.61,54.26,530.74,64.61,-41.95,0
REG-FLT-009907,7517,3.1,56.95,678.45,73.9,-43.96,0
REG-FLT-009908,10986,7.71,61.08,509.05,92.21,40.2,1
REG-FLT-009909,9195,6.78,65.04,501.62,93.58,-25.43,0
REG-FLT-009910,5694,8.08,92.47,544.03,75.24,-3.63,1
REG-FLT-009911,6125,8.81,82.46,572.73,67.79,30.34,1
REG-FLT-009912,2491,7.05,78.94,831.69,83.86,-11.1,1
REG-FLT-009913,13437,1.32,81.06,540.82,62.52,-19.42,0
REG-FLT-009914,6233,4.99,92.28,556.11,68.83,36.81,0
REG-FLT-009915,2718,1.8,81.37,787.8,73.46,-34.84,0
REG-FLT-009916,14910,4.78,83.98,516.21,60.66,5.32,0
